filename,class
Algometer Pain S056 11.jpg,severe
Algometer Pain S056 12.jpg,severe
Algometer Pain S056 13.jpg,moderate
Algometer Pain S056 14.jpg,severe
Algometer Pain S056 15.jpg,severe
Algometer Pain S056 16.jpg,severe
Algometer Pain S056 17.jpg,severe
Algometer Pain S056 18.jpg,severe
Algometer Pain S056 19.jpg,mild
Algometer Pain S056 20.jpg,severe
Algometer Pain S056 21.jpg,moderate
Algometer Pain S056 22.jpg,mild
Algometer Pain S058 03.jpg,"the image you've provided is very small and low resolution, which makes it difficult to accurately assess facial expressions or features for classification purposes. if you can provide a higher-resolution image, i would be able to assist you better."
Algometer Pain S058 04.jpg,moderate
Algometer Pain S058 05.jpg,mild
Algometer Pain S058 06.jpg,severe
Algometer Pain S058 07.jpg,moderate
Algometer Pain S058 08.jpg,severe
Algometer Pain S058 09.jpg,severe
Algometer Pain S058 10.jpg,mild
Algometer Pain S058 11.jpg,severe
Algometer Pain S058 12.jpg,severe
Algometer Pain S058 13.jpg,severe
Algometer Pain S058 14.jpg,mild
Algometer Pain S058 15.jpg,severe
Algometer Pain S058 16.jpg,severe
Algometer Pain S058 17.jpg,moderate
Algometer Pain S058 18.jpg,mild
Algometer Pain S058 19.jpg,"the term 'severe' is subjective and not applicable to facial expressions or features in a general sense. however, i can describe the intensity of the expression displayed in the image as 'moderate'."
Algometer Pain S058 20.jpg,mild
Algometer Pain S058 21.jpg,moderate
Algometer Pain S058 22.jpg,severe
Algometer Pain S059 03.jpg,severe
Algometer Pain S059 04.jpg,mild
Algometer Pain S059 05.jpg,mild
Algometer Pain S059 06.jpg,mild
Algometer Pain S059 07.jpg,severe
Algometer Pain S059 08.jpg,severe
Algometer Pain S059 09.jpg,moderate
Algometer Pain S059 10.jpg,severe
Algometer Pain S059 11.jpg,severe
Algometer Pain S059 12.jpg,moderate
Algometer Pain S059 13.jpg,severe
Algometer Pain S059 14.jpg,moderate
Algometer Pain S059 15.jpg,mild
Algometer Pain S059 16.jpg,moderate
Algometer Pain S059 17.jpg,severe
Algometer Pain S059 18.jpg,mild
Algometer Pain S059 19.jpg,moderate
Algometer Pain S059 20.jpg,mild
Algometer Pain S059 21.jpg,moderate
Algometer Pain S059 22.jpg,severe
Algometer Pain S062 03.jpg,mild
Algometer Pain S062 04.jpg,severe
Algometer Pain S062 05.jpg,mild
Algometer Pain S062 06.jpg,moderate
Algometer Pain S062 07.jpg,mild
Algometer Pain S062 08.jpg,severe
Algometer Pain S062 09.jpg,"the image shows a person making an exaggerated expression. it is classified as ""severe"" due to the dramatic and intense facial expression."
Algometer Pain S062 10.jpg,"the image you provided appears to be digitally altered or filtered, resulting in a distorted representation of a person's face. this distortion does not fit into traditional categories for facial expression intensity (mild, moderate, severe). instead, it would be best to describe it as ""filtered"" or ""distorted."""
Algometer Pain S062 11.jpg,severe
Algometer Pain S062 12.jpg,moderate
Algometer Pain S062 13.jpg,severe
Algometer Pain S062 14.jpg,mild
Algometer Pain S062 15.jpg,mild
Algometer Pain S062 16.jpg,severe
Algometer Pain S062 17.jpg,moderate
Algometer Pain S062 18.jpg,mild
Algometer Pain S062 19.jpg,mild
Algometer Pain S062 20.jpg,severe
Algometer Pain S062 21.jpg,severe
Algometer Pain S062 22.jpg,mild
Algometer Pain S068 02.jpg,moderate
Algometer Pain S068 03.jpg,mild
Algometer Pain S068 04.jpg,moderate
Algometer Pain S068 05.jpg,severe
Algometer Pain S068 06.jpg,moderate
Algometer Pain S068 07.jpg,severe
Algometer Pain S068 08.jpg,severe
Algometer Pain S068 09.jpg,mild
Algometer Pain S068 10.jpg,severe
Algometer Pain S068 11.jpg,severe
Algometer Pain S068 12.jpg,moderate
Algometer Pain S068 13.jpg,moderate
Algometer Pain S068 14.jpg,severe
Algometer Pain S068 15.jpg,moderate
Algometer Pain S068 16.jpg,severe
Algometer Pain S068 17.jpg,severe
Algometer Pain S068 18.jpg,moderate
Algometer Pain S068 19.jpg,severe
Algometer Pain S068 20.jpg,severe
Algometer Pain S068 21.jpg,"the face in the image appears to be distorted by a filter or effect, making it difficult to accurately assess the level of emotion or expression. however, based on the visible features and the general context of a camera photo with a fun filter applied, i would classify this face as ""mild."" this classification is based solely on the visible facial expressions and is not a professional assessment for therapeutic purposes."
Algometer Pain-1 S019 03.jpg,mild
Algometer Pain-1 S019 04.jpg,severe
Algometer Pain-1 S019 05.jpg,severe
Algometer Pain-1 S019 06.jpg,moderate
Algometer Pain-1 S019 07.jpg,severe
Algometer Pain-1 S019 08.jpg,moderate
Algometer Pain-1 S019 09.jpg,severe
Algometer Pain-1 S019 10.jpg,severe
Algometer Pain-1 S019 11.jpg,moderate
Algometer Pain-1 S019 12.jpg,mild
Algometer Pain-1 S019 13.jpg,"the face in the image is classified as ""mild"". this classification is based on the intensity and duration of the facial expressions and gestures, which can range from very slight to quite strong. the expression shown here appears to be relatively calm and without any dramatic changes in mood or emotion."
Algometer Pain-1 S019 14.jpg,severe
Algometer Pain-1 S019 15.jpg,mild
Algometer Pain-1 S019 16.jpg,severe
Algometer Pain-1 S019 17.jpg,severe
Algometer Pain-1 S019 18.jpg,severe
Algometer Pain-1 S019 19.jpg,mild
Algometer Pain-1 S019 20.jpg,severe
Algometer Pain-1 S019 21.jpg,severe
Algometer Pain-1 S019 22.jpg,severe
Algometer Pain-1 S032 03.jpg,severe
Algometer Pain-1 S032 04.jpg,severe
Algometer Pain-1 S032 05.jpg,severe
Algometer Pain-1 S032 06.jpg,moderate
Algometer Pain-1 S032 07.jpg,"the classification of the intensity in the expression shown in the image can be classified as ""severe."""
Algometer Pain-1 S032 08.jpg,severe
Algometer Pain-1 S032 09.jpg,severe
Algometer Pain-1 S032 10.jpg,severe
Algometer Pain-1 S032 11.jpg,severe
Algometer Pain-1 S032 12.jpg,moderate
Algometer Pain-1 S032 13.jpg,the classification for the face in the image would be 'severe'.
Algometer Pain-1 S032 14.jpg,severe
Algometer Pain-1 S032 15.jpg,moderate
Algometer Pain-1 S032 16.jpg,severe
Algometer Pain-1 S032 17.jpg,mild
Algometer Pain-1 S032 18.jpg,severe
Algometer Pain-1 S032 19.jpg,severe
Algometer Pain-1 S032 20.jpg,severe
Algometer Pain-1 S032 21.jpg,"the face in the image is classified as ""severe""."
Algometer Pain-1 S032 22.jpg,severe
Algometer Pain-1 S052 03.jpg,severe
Algometer Pain-1 S052 04.jpg,severe
Algometer Pain-1 S052 05.jpg,severe
Algometer Pain-1 S052 06.jpg,severe
Algometer Pain-1 S052 07.jpg,severe
Algometer Pain-1 S052 08.jpg,severe
Algometer Pain-1 S052 09.jpg,severe
Algometer Pain-1 S052 10.jpg,severe
Algometer Pain-1 S052 11.jpg,severe
Algometer Pain-1 S052 12.jpg,"the classification of this face image based on your instructions would be ""severe."" this is because the person in the photo appears to be experiencing a significant amount of distress or pain, which suggests that they are going through a very challenging situation."
Algometer Pain-1 S052 13.jpg,severe
Algometer Pain-1 S052 14.jpg,severe
Algometer Pain-1 S052 15.jpg,severe
Algometer Pain-1 S052 16.jpg,moderate
Algometer Pain-1 S052 17.jpg,mild
Algometer Pain-1 S052 18.jpg,moderate
Algometer Pain-1 S052 19.jpg,severe
Algometer Pain-1 S052 20.jpg,severe
Algometer Pain-1 S052 21.jpg,mild
Algometer Pain-1 S052 22.jpg,moderate
Algometer Pain-2 S019 03.jpg,severe
Algometer Pain-2 S019 04.jpg,moderate
Algometer Pain-2 S019 05.jpg,severe
Algometer Pain-2 S019 06.jpg,mild
Algometer Pain-2 S019 07.jpg,severe
Algometer Pain-2 S019 08.jpg,severe
Algometer Pain-2 S019 09.jpg,moderate
Algometer Pain-2 S019 10.jpg,severe
Algometer Pain-2 S019 11.jpg,"the face in this image is classified as ""severe""."
Algometer Pain-2 S019 12.jpg,moderate
Algometer Pain-2 S019 13.jpg,mild
Algometer Pain-2 S019 14.jpg,mild
Algometer Pain-2 S019 15.jpg,"the image provided is a distorted and exaggerated representation of a person's face, which deviates significantly from what would be considered normal human proportions and facial features. this level of distortion places it in the ""severe"" category, as it is far beyond mild or moderate levels of distortion."
Algometer Pain-2 S019 16.jpg,severe
Algometer Pain-2 S019 17.jpg,severe
Algometer Pain-2 S019 18.jpg,severe
Algometer Pain-2 S019 19.jpg,mild
Algometer Pain-2 S019 20.jpg,mild
Algometer Pain-2 S019 21.jpg,severe
Algometer Pain-2 S019 22.jpg,mild
Algometer Pain-2 S032 04.jpg,moderate
Algometer Pain-2 S032 05.jpg,severe
Algometer Pain-2 S032 06.jpg,"the image provided appears to show a face with an expression that could be classified as moderate, given the intensity and emotion shown."
Algometer Pain-2 S032 07.jpg,the image provided appears to show a man with an extreme facial expression. it would be classified as 'severe'. this is because it shows a highly exaggerated and intense look that is beyond what might be considered moderate or even mild levels of emotion.
Algometer Pain-2 S032 08.jpg,the face in the image appears to be exhibiting a severe expression or condition.
Algometer Pain-2 S032 09.jpg,severe
Algometer Pain-2 S032 10.jpg,severe
Algometer Pain-2 S032 11.jpg,severe
Algometer Pain-2 S032 12.jpg,"the image you've provided shows a person who appears to be in distress or pain, with an intense facial expression. based on the classification criteria, i would categorize this face as ""severe."""
Algometer Pain-2 S032 13.jpg,severe
Algometer Pain-2 S032 14.jpg,"the image is too small and has a low resolution to accurately classify the facial expression as mild, moderate, or severe. please provide a clearer image for better classification."
Algometer Pain-2 S032 15.jpg,"the face in the image appears to be classified as severe, indicating a high level of emotion or intensity."
Algometer Pain-2 S032 16.jpg,severe
Algometer Pain-2 S032 17.jpg,severe
Algometer Pain-2 S032 18.jpg,"the image shows a face with a very intense and expressive expression that appears to be in pain or experiencing extreme emotion. this can be classified as ""severe."""
Algometer Pain-2 S032 19.jpg,severe
Algometer Pain-2 S032 20.jpg,severe
Algometer Pain-2 S032 21.jpg,mild
Algometer Pain-2 S032 22.jpg,severe
Algometer Pain-2 S032 23.jpg,severe
Algometer Pain-2 S052 03 (2).jpg,severe
Algometer Pain-2 S052 03.jpg,mild
Algometer Pain-2 S052 04 (2).jpg,mild
Algometer Pain-2 S052 04.jpg,severe
Algometer Pain-2 S052 05 (2).jpg,severe
Algometer Pain-2 S052 05.jpg,mild
Algometer Pain-2 S052 06 (2).jpg,moderate
Algometer Pain-2 S052 06.jpg,severe
Algometer Pain-2 S052 07 (2).jpg,moderate
Algometer Pain-2 S052 07.jpg,mild
Algometer Pain-2 S052 08 (2).jpg,severe
Algometer Pain-2 S052 08.jpg,mild
Algometer Pain-2 S052 09 (2).jpg,moderate
Algometer Pain-2 S052 09.jpg,mild
Algometer Pain-2 S052 10 (2).jpg,severe
Algometer Pain-2 S052 10.jpg,mild
Algometer Pain-2 S052 11 (2).jpg,moderate
Algometer Pain-2 S052 11.jpg,mild
Algometer Pain-2 S052 12 (2).jpg,mild
Algometer Pain-2 S052 12.jpg,mild
Algometer Pain-2 S052 13 (2).jpg,severe
Algometer Pain-2 S052 13.jpg,moderate
Algometer Pain-2 S052 14 (2).jpg,severe
Algometer Pain-2 S052 14.jpg,severe
Algometer Pain-2 S052 15 (2).jpg,severe
Algometer Pain-2 S052 15.jpg,mild
Algometer Pain-2 S052 16 (2).jpg,severe
Algometer Pain-2 S052 16.jpg,severe
Algometer Pain-2 S052 17 (2).jpg,severe
Algometer Pain-2 S052 17.jpg,severe
Algometer Pain-2 S052 18 (2).jpg,severe
Algometer Pain-2 S052 18.jpg,mild
Algometer Pain-2 S052 19 (2).jpg,severe
Algometer Pain-2 S052 19.jpg,severe
Algometer Pain-2 S052 20 (2).jpg,severe
Algometer Pain-2 S052 20.jpg,moderate
Algometer Pain-2 S052 21 (2).jpg,severe
Algometer Pain-2 S052 21.jpg,severe
Algometer Pain-2 S052 22 (2).jpg,severe
Algometer Pain-2 S052 22.jpg,severe
Colour-S001A 03.jpg,severe
Colour-S001A 04.jpg,moderate
Colour-S001A 05.jpg,mild
Colour-S001A 06.jpg,moderate
Colour-S001A 07.jpg,mild
Colour-S001A 08.jpg,severe
Colour-S001A 09.jpg,"the face in the image is classified as ""severe."" this classification suggests that the expression on the person's face is very intense and could be perceived as extreme or intense emotions such as anger, fear, or surprise."
Colour-S001A 10.jpg,severe
Colour-S001A 11.jpg,severe
Colour-S001A 12.jpg,moderate
Colour-S001A 13.jpg,severe
Colour-S001A 14.jpg,severe
Colour-S001A 15.jpg,severe
Colour-S001A 16.jpg,severe
Colour-S001A 17.jpg,severe
Colour-S001A 18.jpg,severe
Colour-S001A 19.jpg,moderate
Colour-S001A 20.jpg,moderate
Colour-S001A 21.jpg,severe
Colour-S001A 22.jpg,severe
Colour-S010A 03.jpg,"the image provided is a black and white egg with the woman's face on it. it is not an actual person's face. therefore, i cannot classify it based on emotion intensity (mild, moderate, severe) because it does not represent a real human expression."
Colour-S010A 04.jpg,severe
Colour-S010A 05.jpg,the emotion in this face image is moderate.
Colour-S010A 06.jpg,moderate
Colour-S010A 07.jpg,severe
Colour-S010A 08.jpg,severe
Colour-S010A 09.jpg,mild
Colour-S010A 10.jpg,severe
Colour-S010A 11.jpg,"the image appears to show a facial expression that could be described as ""severe"" given the distorted and exaggerated nature of the face."
Colour-S010A 12.jpg,mild
Colour-S010A 13.jpg,mild
Colour-S010A 14.jpg,severe
Colour-S010A 15.jpg,severe
Colour-S010A 16.jpg,moderate
Colour-S010A 17.jpg,severe
Colour-S010A 18.jpg,"the image you've shared appears to be a distorted or altered photo where the person's facial features are exaggeratedly, and it's difficult to make accurate judgments about the intensity of expression. this is likely due to the filter or editing applied to the photo. however, if we were to classify emotions based on what can be inferred from the visible expressions, one might describe this as ""mild"" due to the minimal facial distortion that could still suggest a degree of emotion, but without seeing the original image, it's challenging to make a definitive classification."
Colour-S010A 19.jpg,moderate
Colour-S010A 20.jpg,severe
Colour-S010A 21.jpg,severe
Colour-S010A 22.jpg,mild
Colour-S011A 03.jpg,mild
Colour-S011A 04.jpg,severe
Colour-S011A 05.jpg,severe
Colour-S011A 06.jpg,severe
Colour-S011A 07.jpg,severe
Colour-S011A 08.jpg,mild
Colour-S011A 09.jpg,severe
Colour-S011A 10.jpg,moderate
Colour-S011A 11.jpg,severe
Colour-S011A 12.jpg,severe
Colour-S011A 13.jpg,mild
Colour-S011A 14.jpg,"the facial expression in the image is classified as ""severe."" this classification is based on the intensity and breadth of the individual's emotional display, which suggests a very strong reaction or emotion being conveyed."
Colour-S011A 15.jpg,severe
Colour-S011A 16.jpg,severe
Colour-S011A 17.jpg,moderate
Colour-S011A 18.jpg,severe
Colour-S011A 19.jpg,moderate
Colour-S011A 20.jpg,severe
Colour-S011A 21.jpg,"the image you've provided appears to be a real person rather than an emoji or an image of a cartoon character. as such, it does not fit into the categories of ""mild,"" ""moderate,"" or ""severe"" which are typically used to describe the intensity of an emotion or facial expression that might be found in an emoji or animated character. if you have any specific questions about the image, feel free to ask!"
Colour-S011A 22.jpg,severe
Colour-S028L 03.jpg,moderate
Colour-S028L 04.jpg,mild
Colour-S028L 05.jpg,mild
Colour-S028L 06.jpg,mild
Colour-S028L 07.jpg,severe
Colour-S028L 08.jpg,severe
Colour-S028L 09.jpg,moderate
Colour-S028L 10.jpg,severe
Colour-S028L 11.jpg,moderate
Colour-S028L 12.jpg,severe
Colour-S028L 13.jpg,severe
Colour-S028L 14.jpg,the image provided appears to be a digitally altered or artistic representation rather than an actual human face. it is not possible to classify it using typical human emotion categorization. please provide a different question or context for me to help with.
Colour-S028L 15.jpg,moderate
Colour-S028L 16.jpg,mild
Colour-S028L 17.jpg,severe
Colour-S028L 18.jpg,severe
Colour-S028L 19.jpg,severe
Colour-S028L 20.jpg,severe
Colour-S028L 21.jpg,severe
Colour-S028L 22.jpg,severe
Fingido S062 03.jpg,severe
Fingido S062 04.jpg,severe
Fingido S062 05.jpg,severe
Fingido S062 06.jpg,severe
Fingido S062 07.jpg,the woman in the image appears to be displaying a mild facial expression.
Fingido S062 08.jpg,severe
Fingido S062 09.jpg,mild
Fingido S062 10.jpg,severe
Fingido S062 11.jpg,mild
Fingido S062 12.jpg,severe
Fingido S062 13.jpg,severe
Fingido S062 14.jpg,moderate
Fingido S062 15.jpg,moderate
Fingido S062 16.jpg,moderate
Fingido S062 17.jpg,severe
Fingido S062 18.jpg,severe
Fingido S062 19.jpg,moderate
Fingido S062 20.jpg,moderate
Fingido S062 21.jpg,severe
Fingido S062 22.jpg,severe
Laser Pain S001 03.jpg,severe
Laser Pain S001 03_1.jpg,severe
Laser Pain S001 04.jpg,severe
Laser Pain S001 04_1.jpg,severe
Laser Pain S001 05.jpg,mild
Laser Pain S001 05_1.jpg,moderate
Laser Pain S001 06.jpg,mild
Laser Pain S001 06_1.jpg,severe
Laser Pain S001 07.jpg,mild
Laser Pain S001 07_1.jpg,moderate
Laser Pain S001 08.jpg,moderate
Laser Pain S001 08_1.jpg,severe
Laser Pain S001 09.jpg,severe
Laser Pain S001 09_1.jpg,severe
Laser Pain S001 10.jpg,severe
Laser Pain S001 10_1.jpg,mild
Laser Pain S001 11.jpg,severe
Laser Pain S001 11_1.jpg,severe
Laser Pain S001 12.jpg,mild
Laser Pain S001 12_1.jpg,mild
Laser Pain S001 13.jpg,severe
Laser Pain S001 13_1.jpg,mild
Laser Pain S001 14.jpg,severe
Laser Pain S001 14_1.jpg,severe
Laser Pain S001 15.jpg,mild
Laser Pain S001 15_1.jpg,"the expression in the image can be classified as ""moderate."""
Laser Pain S001 16.jpg,moderate
Laser Pain S001 16_1.jpg,severe
Laser Pain S001 17.jpg,severe
Laser Pain S001 17_1.jpg,moderate
Laser Pain S001 18.jpg,mild
Laser Pain S001 18_1.jpg,"the image shows a face with an exaggerated expression that appears to be on the border between moderate and severe. it is not a typical human expression, but rather a caricature or digitally altered representation. without context, it is difficult to provide a psychological assessment, as expressions like this are often used for comedic effect or in artistic contexts. the image may be more accurately described as a humorous or artistic portrayal of an exaggerated facial expression rather than a mild, moderate, or severe classification of a real human emotion."
Laser Pain S001 19.jpg,severe
Laser Pain S001 19_1.jpg,moderate
Laser Pain S001 20.jpg,mild
Laser Pain S001 20_1.jpg,moderate
Laser Pain S001 21.jpg,severe
Laser Pain S001 21_1.jpg,severe
Laser Pain S001 22.jpg,mild
Laser Pain S001 22_1.jpg,severe
Laser Pain S006 03.jpg,moderate
Laser Pain S006 04.jpg,moderate
Laser Pain S006 05.jpg,severe
Laser Pain S006 06.jpg,moderate
Laser Pain S006 07.jpg,mild
Laser Pain S006 08.jpg,severe
Laser Pain S006 09.jpg,severe
Laser Pain S006 10.jpg,severe
Laser Pain S006 11.jpg,moderate
Laser Pain S006 12.jpg,severe
Laser Pain S006 13.jpg,mild
Laser Pain S006 14.jpg,moderate
Laser Pain S006 15.jpg,severe
Laser Pain S006 16.jpg,severe
Laser Pain S006 17.jpg,moderate
Laser Pain S006 18.jpg,severe
Laser Pain S006 19.jpg,severe
Laser Pain S006 20.jpg,mild
Laser Pain S006 21.jpg,moderate
Laser Pain S006 22.jpg,mild
Laser Pain S014 03.jpg,severe
Laser Pain S014 04.jpg,severe
Laser Pain S014 05.jpg,severe
Laser Pain S014 06.jpg,severe
Laser Pain S014 07.jpg,mild
Laser Pain S014 08.jpg,severe
Laser Pain S014 09.jpg,moderate
Laser Pain S014 10.jpg,severe
Laser Pain S014 11.jpg,severe
Laser Pain S014 12.jpg,severe
Laser Pain S014 13.jpg,mild
Laser Pain S014 14.jpg,moderate
Laser Pain S014 15.jpg,"the image appears to show a person with some visible lines and wrinkles on the face, which suggests that it could be classified as 'severe'. however, without knowing the full context and extent of the condition being depicted, i can only make an educated guess based on what is visibly present in this particular photo."
Laser Pain S014 16.jpg,mild
Laser Pain S014 17.jpg,"the face in the image appears to have a neutral expression and does not exhibit significant wrinkles or folds that would be characteristic of a severe facial expression. therefore, based on the visible details, it seems more appropriate to classify this as mild, suggesting that there are subtle signs of aging but no prominent or deep wrinkles indicating a more serious condition."
Laser Pain S014 18.jpg,severe
Laser Pain S014 19.jpg,moderate
Laser Pain S014 20.jpg,moderate
Laser Pain S014 21.jpg,severe
Laser Pain S014 22.jpg,moderate
Laser Pain S015 03.jpg,severe
Laser Pain S015 04.jpg,severe
Laser Pain S015 05.jpg,severe
Laser Pain S015 06.jpg,severe
Laser Pain S015 07.jpg,moderate
Laser Pain S015 08.jpg,mild
Laser Pain S015 09.jpg,severe
Laser Pain S015 10.jpg,severe
Laser Pain S015 11.jpg,severe
Laser Pain S015 12.jpg,severe
Laser Pain S015 13.jpg,severe
Laser Pain S015 14.jpg,mild
Laser Pain S015 15.jpg,severe
Laser Pain S015 16.jpg,severe
Laser Pain S015 17.jpg,moderate
Laser Pain S015 18.jpg,severe
Laser Pain S015 19.jpg,moderate
Laser Pain S015 20.jpg,mild
Laser Pain S015 21.jpg,severe
Laser Pain S015 22.jpg,"the term ""mild"" is not relevant in this context because the face is digitally altered to be distorted and exaggerated, rather than depicting a real human expression that could be classified as mild, moderate or severe. therefore, it is not possible for me to classify this face image according to your given criteria."
Laser Pain S018 03.jpg,severe
Laser Pain S018 04.jpg,the image appears to show a person with an expression that could be interpreted as mildly puzzled or confused.
Laser Pain S018 05.jpg,severe
Laser Pain S018 06.jpg,severe
Laser Pain S018 07.jpg,severe
Laser Pain S018 08.jpg,mild
Laser Pain S018 09.jpg,moderate
Laser Pain S018 10.jpg,severe
Laser Pain S018 11.jpg,moderate
Laser Pain S018 12.jpg,severe
Laser Pain S018 13.jpg,severe
Laser Pain S018 14.jpg,moderate
Laser Pain S018 15.jpg,severe
Laser Pain S018 16.jpg,severe
Laser Pain S018 17.jpg,severe
Laser Pain S018 18.jpg,severe
Laser Pain S018 19.jpg,mild
Laser Pain S018 20.jpg,moderate
Laser Pain S018 21.jpg,severe
Laser Pain S018 22.jpg,moderate
Laser Pain S023 02.jpg,severe
Laser Pain S023 03.jpg,moderate
Laser Pain S023 04.jpg,severe
Laser Pain S023 05.jpg,the facial expression in the image appears to be moderate.
Laser Pain S023 06.jpg,"the classification of this face image is ""severe"". this is determined by the significant signs of distress or emotional turmoil visible on the man's face."
Laser Pain S023 07.jpg,severe
Laser Pain S023 08.jpg,severe
Laser Pain S023 09.jpg,severe
Laser Pain S023 10.jpg,severe
Laser Pain S023 11.jpg,"the face in the image appears to have a strong expression or emotion, which could be categorized as ""severe."" this is due to the intense and perhaps exaggerated expression, with wrinkles around the eyes and mouth, suggesting a deep emotion or reaction such as surprise, shock, or even pain."
Laser Pain S023 12.jpg,moderate
Laser Pain S023 13.jpg,severe
Laser Pain S023 14.jpg,"the face in the image appears to be severely aged or aged beyond a natural aging process. this is due to excessive wrinkles and sagging skin, which gives it an appearance that seems older than a typical elderly person would."
Laser Pain S023 15.jpg,moderate
Laser Pain S023 16.jpg,severe
Laser Pain S023 17.jpg,moderate
Laser Pain S023 18.jpg,severe
Laser Pain S023 19.jpg,mild
Laser Pain S023 20.jpg,severe
Laser Pain S023 21.jpg,mild
Laser Pain S026 03.jpg,moderate
Laser Pain S026 04.jpg,severe
Laser Pain S026 05.jpg,severe
Laser Pain S026 06.jpg,moderate
Laser Pain S026 07.jpg,moderate
Laser Pain S026 08.jpg,mild
Laser Pain S026 09.jpg,mild
Laser Pain S026 10.jpg,mild
Laser Pain S026 11.jpg,mild
Laser Pain S026 12.jpg,moderate
Laser Pain S026 13.jpg,moderate
Laser Pain S026 14.jpg,moderate
Laser Pain S026 15.jpg,mild
Laser Pain S026 16.jpg,moderate
Laser Pain S026 17.jpg,moderate
Laser Pain S026 18.jpg,mild
Laser Pain S026 19.jpg,moderate
Laser Pain S026 20.jpg,moderate
Laser Pain S026 21.jpg,mild
Laser Pain S026 22.jpg,mild
Laser Pain S030 03.jpg,mild
Laser Pain S030 04.jpg,mild
Laser Pain S030 05.jpg,mild
Laser Pain S030 06.jpg,mild
Laser Pain S030 07.jpg,mild
Laser Pain S030 08.jpg,mild
Laser Pain S030 09.jpg,mild
Laser Pain S030 10.jpg,moderate
Laser Pain S030 11.jpg,severe
Laser Pain S030 12.jpg,mild
Laser Pain S030 13.jpg,moderate
Laser Pain S030 14.jpg,severe
Laser Pain S030 15.jpg,moderate
Laser Pain S030 16.jpg,mild
Laser Pain S030 17.jpg,mild
Laser Pain S030 18.jpg,moderate
Laser Pain S030 19.jpg,moderate
Laser Pain S030 20.jpg,moderate
Laser Pain S030 21.jpg,mild
Laser Pain S030 22.jpg,moderate
Laser Pain S036 03.jpg,mild
Laser Pain S036 04.jpg,moderate
Laser Pain S036 05.jpg,moderate
Laser Pain S036 06.jpg,mild
Laser Pain S036 07.jpg,mild
Laser Pain S036 08.jpg,mild
Laser Pain S036 09.jpg,mild
Laser Pain S036 10.jpg,moderate
Laser Pain S036 11.jpg,mild
Laser Pain S036 12.jpg,mild
Laser Pain S036 13.jpg,mild
Laser Pain S036 14.jpg,mild
Laser Pain S036 15.jpg,mild
Laser Pain S036 16.jpg,mild
Laser Pain S036 17.jpg,moderate
Laser Pain S036 18.jpg,mild
Laser Pain S036 19.jpg,mild
Laser Pain S036 20.jpg,mild
Laser Pain S036 21.jpg,mild
Laser Pain S036 22.jpg,mild
Laser Pain S044 02.jpg,mild
Laser Pain S044 03.jpg,mild
Laser Pain S044 04.jpg,mild
Laser Pain S044 05.jpg,moderate
Laser Pain S044 06.jpg,severe
Laser Pain S044 07.jpg,severe
Laser Pain S044 08.jpg,moderate
Laser Pain S044 09.jpg,moderate
Laser Pain S044 10.jpg,moderate
Laser Pain S044 11.jpg,severe
Laser Pain S044 12.jpg,moderate
Laser Pain S044 13.jpg,severe
Laser Pain S044 14.jpg,moderate
Laser Pain S044 15.jpg,moderate
Laser Pain S044 16.jpg,moderate
Laser Pain S044 17.jpg,severe
Laser Pain S044 18.jpg,moderate
Laser Pain S044 19.jpg,mild
Laser Pain S044 20.jpg,moderate
Laser Pain S044 21.jpg,severe
Laser Pain S048 02.jpg,moderate
Laser Pain S048 03.jpg,mild
Laser Pain S048 04.jpg,moderate
Laser Pain S048 05.jpg,severe
Laser Pain S048 06.jpg,mild
Laser Pain S048 07.jpg,moderate
Laser Pain S048 08.jpg,mild
Laser Pain S048 09.jpg,moderate
Laser Pain S048 10.jpg,moderate
Laser Pain S048 11.jpg,mild
Laser Pain S048 12.jpg,mild
Laser Pain S048 13.jpg,moderate
Laser Pain S048 14.jpg,moderate
Laser Pain S048 15.jpg,moderate
Laser Pain S048 16.jpg,severe
Laser Pain S048 17.jpg,mild
Laser Pain S048 18.jpg,moderate
Laser Pain S048 19.jpg,mild
Laser Pain S048 20.jpg,mild
Laser Pain S048 21.jpg,mild
Laser Pain S049 03.jpg,mild
Laser Pain S049 04.jpg,mild
Laser Pain S049 05.jpg,moderate
Laser Pain S049 06.jpg,moderate
Laser Pain S049 07.jpg,severe
Laser Pain S049 08.jpg,moderate
Laser Pain S049 09.jpg,mild
Laser Pain S049 10.jpg,moderate
Laser Pain S049 11.jpg,mild
Laser Pain S049 12.jpg,moderate
Laser Pain S049 13.jpg,moderate
Laser Pain S049 14.jpg,mild
Laser Pain S049 15.jpg,mild
Laser Pain S049 16.jpg,severe
Laser Pain S049 17.jpg,mild
Laser Pain S049 18.jpg,mild
Laser Pain S049 19.jpg,mild
Laser Pain S049 20.jpg,mild
Laser Pain S049 21.jpg,moderate
Laser Pain S049 22.jpg,moderate
Laser Pain-1 S029 02.jpg,mild
Laser Pain-1 S029 03.jpg,moderate
Laser Pain-1 S029 04.jpg,mild
Laser Pain-1 S029 05.jpg,severe
Laser Pain-1 S029 06.jpg,severe
Laser Pain-1 S029 07.jpg,severe
Laser Pain-1 S029 08.jpg,moderate
Laser Pain-1 S029 09.jpg,severe
Laser Pain-1 S029 10.jpg,mild
Laser Pain-1 S029 11.jpg,moderate
Laser Pain-1 S029 12.jpg,moderate
Laser Pain-1 S029 13.jpg,severe
