filename,class
2512bcc1_S016L 20.jpg,none
2517f83f_S063L 21.jpg,none
25194122_S025N 08.jpg,mild
251a9b79_Algometer Pain-2 S052 12.jpg,none
251dbc85_Neutra S005 04.jpg,none
251ff6cd_S019F 18.jpg,moderate
25282c4a_Neutral S056 09.jpg,moderate
25298faa_Neutral S046 16.jpg,none
252b16f9_Algometer Pain S006 21.jpg,mild
25312193_Neutral S002 05.jpg,none
253e6c1e_Neutral S063 05.jpg,none
2542e5e6_Algometer Pain S037 22.jpg,moderate
25495a98_S004A 10.jpg,none
254cc5ca_S061A 17.jpg,none
254e0e42_Neutral S068 22.jpg,none
25504707_Neutral S055 20.jpg,none
2551a5ac_S002L 10.jpg,none
2552ad8b_S004L 09.jpg,none
25543ca9_S001F 12.jpg,none
2554e58d_Posed Pain S063 11.jpg,none
25563035_S064L 08.jpg,none
255ae466_S066L 07.jpg,none
255c6210_Algometer Pain S008 10.jpg,none
255e23ca_Neutral S045 12.jpg,none
25617c2f_Posed Pain S061 13.jpg,none
2566604d_Posed Pain S040 03.jpg,mild
2569881f_Colour-S001A 03.jpg,none
256ac9ac_S020L 11.jpg,none
256f286c_Algometer Pain S050 15.jpg,moderate
256faaf8_Laser Pain S026 05.jpg,none
2570235a_Posed Pain S065 17.jpg,none
25717c80_Posed Pain S043 16.jpg,none
257235fb_Algometer Pain S006 19.jpg,moderate
25758e08_Neutral S046 13.jpg,mild
2578a383_Algometer Pain-1 S019 11.jpg,none
257fa7f3_S025N 17.jpg,none
25843148_S051N 16.jpg,none
2585b075_Neutral S039 07.jpg,none
2587e4ba_S016L 18.jpg,mild
2588b5c0_Algometer Pain S009 15.jpg,moderate
2588e15a_S003F 08.jpg,mild
259101c7_S061L 12.jpg,none
259102b1_Neutral S063 12.jpg,mild
25964803_Colour-S001A 08.jpg,none
259833f6_S037L 17.jpg,none
2598fc98_Posed Pain S027 18.jpg,mild
259d4e57_Neutral S062 09.jpg,mild
25a105f9_Algometer Pain S040 21.jpg,none
25a35af8_S037L 07.jpg,none
25a411c0_Algometer Pain S040 22.jpg,none
25a45fff_Posed Pain S063 20.jpg,none
25a4a516_S054A 11.jpg,none
25a64e69_Posed Pain S021 09.jpg,none
25a6b3e7_S049F 11.jpg,none
25a7006e_Neutral S003 06.jpg,none
25a86fc8_S018F 08.jpg,none
25ab2210_S045L 20.jpg,mild
25ab58c4_Posed Pain S050 11.jpg,none
25ae96a3_Posed Pain1 22.jpg,none
25b20d75_S013A 16.jpg,none
25b40594_Neutral S015 18.jpg,none
25b8af92_S017A 18.jpg,none
25b8e752_Posed Pain S017 21.jpg,moderate
25be760d_S051N 22.jpg,none
25c1ed99_Algometer Pain S023 22.jpg,none
25c36104_Neutral S018 21.jpg,none
25c3ec9f_Neutral S062 18.jpg,none
25c51bab_Laser Pain S049 21.jpg,none
25c7193b_Algometer Pain S039 08.jpg,none
25cea00c_S040L 05.jpg,none
25d38fa6_Algometer Pain S037 15.jpg,mild
25da7ad5_S013L 17.jpg,none
25db4729_S020L 16.jpg,mild
25de3556_Neutral S015 04.jpg,none
25e552d6_Posed Pain S043 18.jpg,moderate
25ed4bcc_S023N 20.jpg,none
25f2fb96_Neutral S053 09.jpg,moderate
25f5b2d2_S022A 06.jpg,none
25f85f8d_Neutral S017 15.jpg,none
25f8ea63_Algometer Pain S035 10.jpg,mild
25f92140_Laser Pain S023 11.jpg,mild
25fed670_Neutral S061 04.jpg,none
25fed916_Posed Pain S051 05.jpg,none
25ff9a27_Posed Pain S040 08.jpg,none
2603962c_Colour-S001A 16.jpg,none
26058d76_Algometer Pain-2 S019 12.jpg,none
26079dc8_Neutral S035 03.jpg,none
260aa3cf_S035L 09.jpg,none
260b07d6_Algometer Pain-1 S052 04.jpg,mild
26166378_S009L 15.jpg,mild
26206c4b_S019F 05.jpg,moderate
2620ac52_S004A 09.jpg,none
26241c0e_S031L 22.jpg,none
26261d83_S041L 09.jpg,none
26266ddd_Laser Pain S015 09.jpg,none
2627f90e_Posed Pain S047 16.jpg,mild
26284f76_S068L 14.jpg,none
262e3ff6_Algometer Pain S003 21.jpg,none
2636bf7d_Laser Pain S023 19.jpg,none
2639958a_Posed Pain S064 19.jpg,moderate
263d15b0_Posed Pain S036 07.jpg,none
2655adc4_Neutral S063 14.jpg,none
265f271e_S061A 03.jpg,none
26647281_S004L 05.jpg,none
2668030a_S036A 14.jpg,none
26688513_S064L 13.jpg,none
266ae8a1_S021A 05.jpg,none
266b3c1e_Algometer Pain S031 10.jpg,moderate
266c5713_Posed Pain S065 15.jpg,none
266d32ca_S008L 15.jpg,mild
266d8d81_Neutral S035 22.jpg,none
266f6490_Laser Pain S015 09.jpg,none
266f74e6_S004L 14.jpg,none
266fa8a9_S012F 19.jpg,mild
26719511_Neutral S011 04.jpg,none
2677ed3c_S061A 14.jpg,moderate
267f1372_Posed Pain S031 22.jpg,none
267f518b_S051N 11.jpg,none
2683e56e_Neutral S063 18.jpg,none
268db4ca_S055F 03.jpg,none
2690aa86_S021A 17.jpg,none
26997118_S042L 18.jpg,none
269b00d6_L�ser S011 13.jpg,moderate
269f1c0a_Algometer Pain S028 13.jpg,none
26a2fd9b_Laser Pain S014 20.jpg,none
26a60710_Neutral S029 19.jpg,mild
26a92c5e_Laser Pain S015 16.jpg,none
26aaace7_S057A 22.jpg,none
26aad400_Algometer Pain S042 17.jpg,moderate
26bf24dc_Posed Pain S066 04.jpg,none
26bfe23f_Colour-S028L 09.jpg,none
26c0e4f0_Neutral S042 22.jpg,none
26c456ea_S026N 03.jpg,none
26c4cc2b_Posed Pain S056 15.jpg,none
26c6b861_S023N 16.jpg,mild
26c84d8c_Algometer Pain S046 04.jpg,none
26ca154e_S020L 17.jpg,none
26ca3c2f_Neutral S013 06.jpg,none
26ca734e_S051L 20.jpg,none
26cb476a_S017A 03.jpg,none
26d02f64_Posed Pain S016 13.jpg,none
26d25868_S053L 18.jpg,none
26d42b66_S045F 19.jpg,none
26d5d341_Algometer Pain-2 S032 10.jpg,mild
26dc4d4d_S040L 11.jpg,none
26e280f1_S021A 17.jpg,none
26e7bcba_S057L 10.jpg,none
26e8ab19_S034N 09.jpg,none
26f1bd15_Neutra S006 11.jpg,none
26f2a933_S049A 09.jpg,mild
26f30d34_S065L 06.jpg,none
26f5017b_Neutral S057 15.jpg,none
26f9a86c_Colour-S010A 16.jpg,mild
26fbffb3_S067A 19.jpg,none
26fc716c_Algometer Pain S024 05.jpg,none
270056de_Fingido S062 12.jpg,none
270175ec_Neutral S030 16.jpg,none
2701a922_Neutral S030 15.jpg,mild
270766bc_S021L 20.jpg,none
2710143d_S064L 21.jpg,mild
27146225_S027L 08.jpg,none
27147f36_Neutral S061 06.jpg,none
27147ff1_Algometer Pain S051 18.jpg,none
27154ad0_S067A 09.jpg,none
27196701_S047A 05.jpg,mild
2719fae5_Neutra S006 05.jpg,none
272958bf_Algometer Pain S028 05.jpg,none
272d2e13_S001F 21.jpg,none
272f348f_Posed Pain S031 06.jpg,none
27374986_S055L 10.jpg,none
273883c4_Neutral S031 13.jpg,none
273d2eed_Laser Pain S015 22.jpg,none
2743c7d2_Algometer Pain S025 10.jpg,none
27475adf_Algometer Pain S002 09.jpg,mild
274be962_Algometer Pain S007 13.jpg,mild
274c53cb_Laser Pain S015 22.jpg,none
2750cf20_S021A 12.jpg,none
27513336_Neutral S010  06.jpg,none
27528e51_S038L 12.jpg,none
275a4898_S031L 12.jpg,none
275fe985_S041F 04.jpg,mild
27614ea8_S037L 05.jpg,none
27635e61_Algometer Pain S051 11.jpg,none
2763e990_Neutral S055 17.jpg,mild
276fe77b_Laser Pain S014 07.jpg,none
277083ec_S039L 07.jpg,moderate
2772aeee_S037L 08.jpg,none
2774acc2_Algometer Pain S009 06.jpg,none
277cd1ec_L�ser S011 19.jpg,mild
277e8fd6_Algometer Pain S044 18.jpg,mild
2780f9da_S018F 18.jpg,moderate
278568b6_S015A 21.jpg,mild
27872b67_S031L 05.jpg,none
27881f83_S034N 10.jpg,none
278a4b3c_S054A 17.jpg,none
278b00ef_S065A 12.jpg,none
278c5111_Laser Pain-2 S029 19.jpg,moderate
278d4ff3_Algometer Pain S037 08.jpg,mild
27948a72_Algometer Pain S009 16.jpg,none
279a8f5b_S048A 11.jpg,none
279b2ac9_Algometer Pain S068 05.jpg,none
27a141dc_S020A 18.jpg,none
27a1a4ab_Posed Pain S060 13.jpg,none
27a3e0fe_Posed Pain S033 21.jpg,none
27a59c89_S012L 03.jpg,none
27a861cc_Neutral S061 18.jpg,none
27b2c289_Neutral S011 07.jpg,none
27b4fb06_S008L 04.jpg,none
27b8e369_L�ser S019 16.jpg,none
27bbff9e_S055F 22.jpg,mild
27be3ce7_Algometer Pain S028 21.jpg,none
27c154d0_S048A 05.jpg,none
27c35ef5_S006F 14.jpg,moderate
27c938e7_Neutral S015 14.jpg,none
27cdb0c5_Algometer Pain S023 12.jpg,mild
27d55c77_S049F 18.jpg,none
27dc42dc_Posed Pain S035 17.jpg,moderate
27e2aed5_Neutral S048 04.jpg,none
27ea501a_Posed Pain S016 09.jpg,mild
27eb436e_Neutral S068 12.jpg,none
27efdf9d_Posed Pain S014 03.jpg,mild
27f1bdb4_Colour-S028L 03.jpg,mild
27f43af0_Laser Pain S014 03.jpg,none
27f5520c_S056L 13.jpg,moderate
28012a6d_Posed Pain S017 22.jpg,mild
280947d4_S024F 18.jpg,none
280cd230_S023N 20.jpg,none
280e33aa_Neutral S065 16.jpg,mild
280f1ea6_S025L 04.jpg,mild
2812a5d1_S043L 09.jpg,none
281574a9_S024L 19.jpg,none
281685d7_S045L 16.jpg,mild
281c4582_Posed Pain S038 03.jpg,none
281f64b6_S042F 03.jpg,moderate
28206425_Neutral S060 19.jpg,none
2821833b_S042L 19.jpg,mild
2823ed1b_S009L 10.jpg,none
28243fe4_Posed Pain S053 20.jpg,none
2828d2ba_Posed Pain S059 04.jpg,moderate
2828eb2b_S057A 11.jpg,none
282a0da0_Neutral S037 20.jpg,none
282b229c_Neutral S042 17.jpg,none
283ac1da_S051N 17.jpg,none
284656e4_Neutral S021 06.jpg,none
2847cd48_S014A 12.jpg,none
2848187c_Neutral S049 11.jpg,none
2849d421_Algometer Pain S068 13.jpg,none
284a8f9a_S068L 22.jpg,none
284b7adc_S001F 12.jpg,none
284e100e_Neutral S049 12.jpg,mild
284e69c9_S021L 06.jpg,none
284fd7fe_S029F 13.jpg,none
28510f67_Posed Pain S064 20.jpg,mild
2851a0e3_Posed Pain S016 10.jpg,none
28560dee_S024F 16.jpg,none
2856de87_Neutral S012 14.jpg,none
28570684_Algometer Pain-2 S019 03.jpg,none
285a3590_Neutral S052 09.jpg,none
285b1ad9_Posed Pain S053 15.jpg,mild
285d82ba_Algometer Pain S046 08.jpg,none
2862f83d_L�ser S019 06.jpg,mild
286bf112_S026N 12.jpg,none
286e88e3_Algometer Pain S046 20.jpg,none
2873b455_S043A 12.jpg,mild
2873e5cd_Posed Pain S059 22.jpg,none
2875d1ee_Neutral S056 12.jpg,none
287b2f33_Algometer Pain S042 09.jpg,none
287d6dce_Neutral S044 12_1.jpg,mild
287e5c6a_Laser Pain S036 22.jpg,none
28810d96_L�ser S022 03.jpg,none
2888bcd1_Neutral S043 10.jpg,none
2895b2e2_Algometer Pain S059 08.jpg,mild
2899fec2_Laser Pain S030 09.jpg,mild
289d866f_S025L 13.jpg,mild
28a12034_Neutral S030 07.jpg,none
28a45589_Neutral S001 02.jpg,none
28a5f0cf_S027N 08.jpg,none
28a96a38_Algometer Pain S050 08.jpg,mild
28a9867e_Algometer Pain S025 19.jpg,moderate
28abc284_S012F 07.jpg,severe
28ad17ba_S012F 08.jpg,mild
28b8f000_Posed Pain S016 08.jpg,mild
28b95099_S012F 19.jpg,severe pain
28bba500_Neutral S008 16.jpg,none
28be7358_Neutral S008 06.jpg,none
28c11350_S025N 07.jpg,mild
28c3a93f_Algometer Pain S055 10.jpg,none
28c53c6e_Neutral S008 20.jpg,none
28c67823_Posed Pain-2 S052 08.jpg,mild
28c73151_Algometer Pain S005 07.jpg,none
28d138d8_S041L 18.jpg,none
28d4c14a_S051L 11.jpg,none
28d8f2e8_S060A 22.jpg,none
28d95136_S007F 19.jpg,none
28dce65d_S034N 03.jpg,none
28e5ee85_S003L 04.jpg,none
28e8e481_S013A 12.jpg,mild
28e997fb_Algometer Pain S009 18.jpg,none
28ed20b7_Neutral S032 22.jpg,none
28ee5677_Posed Pain S061 12.jpg,mild
28f6e36a_Neutral S009 05.jpg,none
28fbcbc0_S009F 12.jpg,none
28ff597e_S004A 22.jpg,none
29019797_L�ser S022 06.jpg,mild
290484a5_S060L 12.jpg,mild
290b3dbb_Neutral S060 17.jpg,none
290d3c28_Laser Pain S014 09.jpg,none
2910ff7e_Neutral S008 22.jpg,none
2913f38e_Neutral S022 19.jpg,none
2915862d_Laser Pain S030 18.jpg,none
2917a2dd_S016A 14.jpg,mild
2917e4bb_S068L 08.jpg,mild
291a084a_Algometer Pain S044 11.jpg,none
291c6fbf_Posed Pain S063 10.jpg,none
292444e9_Laser Pain S014 15.jpg,none
2930d558_Laser Pain S026 16.jpg,mild
29317c7b_S030A 06.jpg,none
2931f707_S034N 09.jpg,none
29342ea0_Neutra S005 11.jpg,none
2938748e_S063L 10.jpg,none
29390037_S004A 13.jpg,none
29402682_Algometer Pain S068 20.jpg,none
29470483_S057L 12.jpg,none
29484dd3_Posed Pain S036 13.jpg,moderate
2949a17b_Posed Pain S046 21.jpg,none
294bd16d_Algometer Pain S031 12.jpg,mild
29525877_Posed Pain S053 21.jpg,severe
2953d61a_Neutral S060 09.jpg,none
29549e83_Posed Pain S016 21.jpg,none
29569a39_Neutral S038 18.jpg,mild
29574440_Posed Pain S054 20.jpg,mild
295853f2_Neutral S047 13.jpg,none
295a70df_S008L 16.jpg,mild
295b54a4_Neutral S045 09.jpg,none
295d1e37_Neutral S014 19.jpg,none
295f10df_S045F 06.jpg,none
296514ce_Posed Pain S025 11.jpg,none
29660bf4_Algometer Pain S008 15.jpg,none
296fc43a_Posed Pain S033 22.jpg,moderate
29704eb7_Algometer Pain-1 S019 18.jpg,none
297493ef_S020L 21.jpg,mild
297beda9_Posed Pain S016 15.jpg,severe pain
297d8ac8_S035L 08.jpg,moderate
29841528_S010L 08.jpg,moderate
2985425e_Algometer Pain S068 06.jpg,none
2989ff11_S031L 06.jpg,none
298b8634_S064A 15.jpg,none
298bb6ae_Neutral S048 07.jpg,mild
298c021f_Algometer Pain S035 03.jpg,moderate
298f7e67_Posed Pain S026 12.jpg,mild
2998ad83_Neutra S005 09.jpg,mild
299c840e_Neutral S056 10.jpg,none
299ffc2c_Neutral S0036 15.jpg,none
29a3d709_Algometer Pain S039 04.jpg,none
29ac324c_Algometer Pain-1 S032 19.jpg,none
29b39427_Posed Pain S033 20.jpg,mild
29bb0a71_Laser Pain-2 S029 14.jpg,none
29bb8670_Laser Pain S015 10.jpg,none
29bcef4c_Neutral S012 19.jpg,none
29be61ec_Laser Pain-2 S029 12.jpg,none
29c126fb_S009L 10.jpg,none
29c2bc2d_Algometer Pain S050 15.jpg,mild
29c5ce5a_Posed Pain S051 19.jpg,moderate
29c86b3e_S008L 10.jpg,none
29c914d2_S047L 21.jpg,none
29c93f4b_S068F 19.jpg,none
29ca5b16_Algometer Pain S040 05.jpg,none
29caecf8_Algometer Pain S006 15.jpg,none
29cb635d_S053L 15.jpg,none
29cdc574_S035L 04.jpg,mild
29d1ca05_Posed Pain S060 21.jpg,none
29d56e19_S051N 09.jpg,none
29d74445_Neutral S003 03.jpg,none
29de5686_Posed Pain S053 07.jpg,none
29e2c708_Neutral S063 10.jpg,none
29e8c7b0_Posed Pain S047 22.jpg,none
29ec9626_Neutral S037 14.jpg,none
29ecaa1d_Neutral S039 16.jpg,mild
29ef1be7_S060A 12.jpg,none
29ff62d6_S035L 10.jpg,mild
2a005346_Laser Pain S036 13.jpg,none
2a039834_Posed Pain S043 11.jpg,moderate
2a051c21_Posed Pain S051 13.jpg,none
2a0dfbeb_Neutral S014 11.jpg,none
2a0e9841_Posed Pain S010 02.jpg,none
2a14122b_Algometer Pain S055 17.jpg,mild
2a150d4c_S034L 22.jpg,none
2a16d641_S043A 13.jpg,none
2a18d620_S052L 10.jpg,none
2a1ce11b_S058L 03.jpg,none
2a1e2472_L�ser S019 12.jpg,none
2a1f9d14_Algometer Pain S044 04.jpg,moderate
2a209525_S056L 12.jpg,mild
2a222ee9_Neutral S003 17.jpg,none
2a262a88_Neutral S057 21.jpg,none
2a29ce62_Algometer Pain S005 05.jpg,none
2a306b6e_S011F 13.jpg,none
2a39d3fd_S063L 09.jpg,none
2a3b6758_S058L 13.jpg,none
2a3bf87c_Algometer Pain S041 13.jpg,none
2a3ccfdf_S052L 15.jpg,moderate
2a3eb645_S024F 12.jpg,mild
2a40db2f_S054A 03.jpg,none
2a41db2a_Neutral S062 12.jpg,none
2a43a1dd_S061L 21.jpg,none
2a454a7f_S045L 03.jpg,none
2a462c6a_S024F 13.jpg,mild
2a4b9090_Posed Pain-2 S052 09.jpg,mild
2a4bb4ab_S061A 07.jpg,none
2a4d767f_S061L 10.jpg,none
2a51aeb7_Posed Pain S017 15.jpg,none
2a525f1f_Neutral S020 08.jpg,none
2a539c39_Neutral S062 19.jpg,none
2a56a8c5_S049F 06.jpg,mild
2a57abe4_S021L 19.jpg,none
2a5973ff_S018F 05.jpg,moderate
2a5999d2_Posed Pain S050 22.jpg,none
2a59e3b7_Neutral S014 17.jpg,none
2a5d3d01_S023N 11.jpg,none
2a638cb8_S054L 12.jpg,none
2a64e839_S005F 12.jpg,mild
2a6a712e_Neutral S031 14.jpg,none
2a6ae08b_Neutral S060 05.jpg,none
2a6af527_S065A 08.jpg,none
2a6b4946_Neutral S019 17.jpg,none
2a6bb507_Algometer Pain S041 12.jpg,none
2a6d888a_Posed Pain S043 18.jpg,none
2a6dda04_Posed Pain S038 04.jpg,none
2a74befa_L�ser S011 05.jpg,mild
2a7745b5_S032L 21.jpg,none
2a7a4021_S066A 04.jpg,none
2a7bad44_S017A 03.jpg,none
2a7c9ca4_S009F 05.jpg,mild
2a7e16c3_Posed Pain S044 17.jpg,none
2a804ebc_S009L 08.jpg,mild
2a816f0b_Laser Pain S030 18.jpg,none
2a82e4a3_Neutral S055 15.jpg,none
2a8490b3_S024L 09.jpg,none
2a88c3c2_S022A 13.jpg,none
2a8d6a7e_S018F 13.jpg,mild
2a8e2dba_Posed Pain S021 08.jpg,moderate
2a8ee9ae_Algometer Pain S051 04.jpg,none
2a927fed_S065A 17.jpg,none
2a94f841_Posed Pain S063 03.jpg,none
2a9be6ca_S005F 09.jpg,none
2aa4d226_S013A 12.jpg,none
2aa6edd8_Neutral S044 17_1.jpg,none
2aabf3e3_Algometer Pain S009 07.jpg,mild
2ab6e8a8_Neutral S041 10.jpg,none
2ab8c725_Posed Pain S039 16.jpg,mild
2aba400d_Algometer Pain-1 S019 19.jpg,mild
2abe761a_Posed Pain S004 15.jpg,none
2ac451a5_S040L 16.jpg,none
2ac7dd27_S033L 14.jpg,none
2acbefa0_Neutral S012 14.jpg,none
2acc245f_S049A 08.jpg,none
2acd02e3_S022A 13.jpg,none
2ad36f22_Posed Pain S027 05.jpg,none
2ad6a7ee_Posed Pain S064 14.jpg,none
2ae08974_S005F 22.jpg,none
2ae5d37a_Neutral S013 16.jpg,none
2aedf5d8_Algometer Pain S023 18.jpg,none
2aee0a67_S037F 13.jpg,mild
2aefd162_S046L 16.jpg,none
2af17a3e_Neutral S024 20.jpg,none
2afb3eda_S047A 22.jpg,none
2afb92d7_S066L 22.jpg,none
2b0197a0_Algometer Pain S005 09.jpg,none
2b02661f_S022F 11.jpg,none
2b055c24_Posed Pain S063 05.jpg,none
2b0b9021_Algometer Pain S046 12.jpg,mild
2b0cdef1_Neutra S006 17.jpg,none
2b0eee44_S065A 19.jpg,none
2b149869_Neutral S002 15.jpg,none
2b15caa4_Neutral S063 14.jpg,none
2b1b74b1_S012L 19.jpg,none
2b1d4b6a_S003F 15.jpg,none
2b1d4e42_S068L 20.jpg,none
2b1e3a4c_S054L 11.jpg,none
2b21c59d_Laser Pain S006 18.jpg,moderate
2b23a896_S067L 15.jpg,none
2b273fcf_Neutral S063 08.jpg,none
2b2e1d71_S020A 11.jpg,none
2b34a61a_Neutral S066 14.jpg,mild
2b34a740_S043A 06.jpg,none
2b3b2993_Neutral S046 16.jpg,none
2b3d4110_S037F 19.jpg,mild
2b3e92f1_Posed Pain S064 22.jpg,mild
2b3fc306_Algometer Pain S040 19.jpg,none
2b400400_S012L 22.jpg,none
2b43317c_Neutral S003 21.jpg,mild
2b46f011_S006F 20_1.jpg,none
2b4940d0_Posed Pain S004 10.jpg,none
2b4a0035_S042L 14.jpg,none
2b4a4744_Posed Pain S046 18.jpg,mild
2b4c27e6_Posed Pain S058 15.jpg,mild
2b4ddd2d_S021A 15.jpg,none
2b56def5_Algometer Pain S024 17.jpg,none
2b594fe6_S025N 14.jpg,mild
2b596ba7_Neutral S002 10.jpg,none
2b5b899d_S031L 21.jpg,none
2b66c51b_Algometer Pain S045 20.jpg,none
2b66c5fc_Laser Pain S015 18.jpg,none
2b695597_Neutral S057 06.jpg,none
2b6a3cee_S045F 21.jpg,none
2b6b1594_Neutral S045 04.jpg,none
2b6ba9cc_S049F 10.jpg,mild
2b6d06b2_Algometer Pain S044 22.jpg,mild
2b6ebf7a_Posed Pain S026 13.jpg,moderate
2b7177b4_S046L 05.jpg,none
2b7254c7_S049A 07.jpg,none
2b74e4be_Posed Pain S027 16.jpg,mild
2b7670e1_S019F 14.jpg,none
2b76a4f0_S048A 15.jpg,mild
2b78a149_Algometer Pain-2 S052 15.jpg,moderate
2b7d1e17_Laser Pain S014 21.jpg,none
2b84a37c_Algometer Pain S002 20.jpg,mild
2b87fcc6_S019F 11.jpg,moderate
2b889b9f_Algometer Pain-1 S052 16.jpg,mild
2b88d622_Algometer Pain S029 21.jpg,moderate
2b8a4ac8_S045L 21.jpg,none
2b909ec6_Algometer Pain S018 15.jpg,mild
2b91ecfa_S053L 04.jpg,none
2b92e413_Neutral S021 21.jpg,mild
2b9873e2_Posed Pain S064 18.jpg,none
2b98973e_Neutral S037 08.jpg,none
2b9ef1bd_Posed Pain1 28.jpg,mild
2ba1e081_Posed Pain S017 18.jpg,none
2ba53215_Neutral S041 13.jpg,mild
2ba54818_Neutral S061 18.jpg,none
2bb3b174_Neutral S059 12.jpg,none
2bb61be4_S053A 15.jpg,none
2bb81259_Neutral S009 11.jpg,none
2bbaa685_S066L 19.jpg,none
2bc0d4cc_S050L 13.jpg,none
2bc27b1a_Algometer Pain S056 14.jpg,mild
2bc8866d_Neutra S006 09.jpg,none
2bca7954_Fingido S062 17.jpg,none
2bcc73fb_Posed Pain S036 09.jpg,none
2bcda159_S050L 07.jpg,none
2bcdcef1_Neutra S006 12.jpg,none
2bcea647_Posed Pain S034 18.jpg,moderate
2bcf4b85_Posed Pain S025 16.jpg,moderate
2bcfb9ef_Laser Pain S049 08.jpg,mild
2bd36416_S043L 04.jpg,none
2bd46261_Laser Pain S018 03.jpg,mild
2bd5b7b1_Algometer Pain S005 03.jpg,none
2bd5c7d9_Neutral S021 15.jpg,mild
2bd9d871_Neutral S052 21.jpg,none
2bdd35ca_Posed Pain S036 10.jpg,mild
2be28296_L�ser S022 17.jpg,none
2be2c651_Neutral S024 22.jpg,none
2be666d5_S055L 09.jpg,none
2be8560d_Neutral S052 19.jpg,none
2beaef23_Posed Pain S020 07.jpg,mild
2beb868b_Posed Pain S026 19.jpg,none
2bec7630_Colour-S028L 15.jpg,none
2beffd9e_Algometer Pain-2 S032 05.jpg,moderate
2bfa0f15_Posed Pain S027 06.jpg,none
2c00d18f_Laser Pain-1 S029 12.jpg,moderate
2c01ecbd_Posed Pain S060 06.jpg,mild
2c0263f4_Posed Pain S038 16.jpg,moderate
2c02dc57_Neutral S065 05.jpg,none
2c07f12e_Neutral S063 12.jpg,none
2c131516_S016L 20.jpg,none
2c1b06dd_S017A 11.jpg,none
2c1f6296_S053L 18.jpg,none
2c2766cd_S018F 20.jpg,mild
2c27be10_S024F 21.jpg,moderate
2c283c6b_S008F 13.jpg,none
2c28ae8e_Posed Pain S053 14.jpg,moderate
2c29604d_S063A 12.jpg,none
2c29605f_Laser Pain S030 20.jpg,none
2c2a70e0_S062L 19.jpg,mild
2c2ba691_S002F 19.jpg,none
2c2d25b5_S009F 10.jpg,mild
2c2d6bf1_S018F 15.jpg,moderate
2c2e4b93_S015F 07.jpg,none
2c371aa8_Posed Pain S064 12.jpg,mild
2c38dc5e_Posed Pain S010 19.jpg,moderate
2c3a5b9b_Posed Pain S047 09.jpg,none
2c3d7658_S062L 05.jpg,none
2c3f1586_S008F 16.jpg,none
2c40fcf5_Laser Pain S001 07_1.jpg,moderate
2c44f078_S068F 13.jpg,mild
2c492453_S013L 08.jpg,none
2c4de88f_Posed Pain S043 03.jpg,mild
2c4e0fd6_Neutral S062 07.jpg,none
2c58c6e3_Algometer Pain S002 06.jpg,moderate
2c5965b1_S067A 20.jpg,mild
2c5a6a91_Algometer Pain-1 S032 04.jpg,moderate
2c5aed00_Neutral S057 08.jpg,none
2c5b6f1f_S035L 18.jpg,none
2c5c6645_Posed Pain S026 20.jpg,mild
2c6472ca_S029F 08.jpg,mild
2c647cbf_Neutral S019 17.jpg,none
2c65f996_Posed Pain S060 12.jpg,mild
2c67e858_Neutral S010  03.jpg,mild
2c69851e_S045F 05.jpg,none
2c6b356b_S060L 07.jpg,none
2c6c35f3_Laser Pain S006 15.jpg,none
2c73199a_S016L 08.jpg,none
2c770006_Neutral S004 03.jpg,none
2c77428c_Posed Pain S046 03.jpg,none
2c77db54_S047L 19.jpg,mild
2c7823be_S043L 18.jpg,mild
2c791c48_S005L 15.jpg,none
2c7ba278_Neutral S049 17.jpg,none
2c7e78d1_S002F 12.jpg,mild
2c802be5_S039L 22.jpg,none
2c83965c_Algometer Pain S002 11.jpg,mild
2c83d6da_Neutral S062 21.jpg,none
2c858877_Neutral S037 03.jpg,none
2c8d9512_Neutral S064 17.jpg,none
2c8eda38_S014A 08.jpg,none
2c926672_Neutral S060 17.jpg,none
2c963c0a_Algometer Pain S035 10.jpg,mild
2c9baa95_Neutral S060 08.jpg,none
2ca512e7_Algometer Pain S056 09.jpg,none
2ca9ee8d_S009L 13.jpg,none
2caa250f_S027N 04.jpg,none
2caaa5ea_S004L 04.jpg,none
2caaefeb_S037F 03.jpg,none
2cac8355_S022F 09.jpg,none
2cad7a0c_S054L 08.jpg,none
2cadc16b_Posed Pain-2 S052 10 (2).jpg,none
2cae5e59_S028N 18.jpg,none
2cafc4ff_S055F 21.jpg,none
2cb23b38_Algometer Pain S035 09.jpg,none
2cb85bc8_Posed Pain S065 09.jpg,none
2cb92ddd_Fingido S062 13.jpg,none
2cbb3af7_S052L 11.jpg,mild
2cbb3d92_Neutral S008 10.jpg,mild
2cbece51_Neutral S041 16.jpg,none
2cc54c4d_S041F 11.jpg,mild
2cd1e77c_Algometer Pain-1 S019 18.jpg,none
2cd290e8_Posed Pain S021 18.jpg,none
2cd600bc_Algometer Pain S007 22.jpg,mild
2cdc5672_S020L 04.jpg,none
2cddc691_S034N 15.jpg,none
2ce48706_Posed Pain S016 16.jpg,none
2ce496f0_S041F 22.jpg,none
2ce63b60_Algometer Pain S044 19.jpg,mild
2ce7cae1_Posed Pain S046 16.jpg,mild
2ce7cb18_S024L 07.jpg,none
2ceae043_Posed Pain S050 04.jpg,none
2ceaf06c_Neutral S054 13.jpg,none
2cee1949_Neutral S044 15_1.jpg,none
2ceeac47_Posed Pain S050 13.jpg,none
2cf2bd5c_Neutral S058 15.jpg,none
